205.304, 129.107, 8.333, 16.127 False
205.027, 129.106, 8.330, 16.160 False
204.749, 129.106, 8.310, 16.193 False
204.473, 129.105, 8.281, 16.226 False
204.199, 129.105, 8.228, 16.259 False
203.927, 129.105, 8.145, 16.292 False
203.659, 129.105, 8.039, 16.325 False
203.395, 129.105, 7.912, 16.358 False
203.136, 129.106, 7.771, 16.391 False
202.881, 129.107, 7.619, 16.424 False
202.633, 129.107, 7.457, 16.457 False
202.389, 129.108, 7.292, 16.490 False
202.151, 129.108, 7.123, 16.523 False
201.919, 129.109, 6.958, 16.556 False
201.691, 129.110, 6.802, 16.589 False
201.469, 129.111, 6.659, 16.622 False
201.251, 129.111, 6.525, 16.655 False
201.036, 129.112, 6.405, 16.688 False
200.826, 129.113, 6.293, 16.721 False
200.618, 129.114, 6.193, 16.754 False
200.414, 129.116, 6.097, 16.787 False
200.213, 129.117, 6.010, 16.820 False
200.014, 129.118, 5.924, 16.853 False
199.819, 129.119, 5.847, 16.886 False
199.625, 129.120, 5.771, 16.919 False
199.434, 129.121, 5.708, 16.952 False
199.245, 129.123, 5.655, 16.985 False
199.057, 129.124, 5.611, 17.018 False
198.870, 129.125, 5.574, 17.051 False
198.685, 129.126, 5.542, 17.084 False
198.500, 129.128, 5.518, 17.117 False
198.316, 129.129, 5.498, 17.150 False
198.132, 129.130, 5.488, 17.183 False
197.949, 129.132, 5.481, 17.216 False
197.766, 129.133, 5.483, 17.249 False
197.582, 129.134, 5.488, 17.282 False
197.399, 129.136, 5.500, 17.315 False
197.214, 129.137, 5.515, 17.348 False
197.030, 129.139, 5.531, 17.381 False
196.845, 129.140, 5.545, 17.414 False
196.659, 129.142, 5.557, 17.447 False
196.473, 129.144, 5.566, 17.480 False
196.287, 129.145, 5.571, 17.513 False
196.101, 129.147, 5.573, 17.546 False
195.915, 129.148, 5.570, 17.579 False
195.730, 129.150, 5.565, 17.612 False
195.544, 129.152, 5.556, 17.645 False
195.359, 129.154, 5.545, 17.678 False
195.175, 129.155, 5.530, 17.711 False
194.991, 129.157, 5.515, 17.744 False
194.808, 129.159, 5.495, 17.777 False
194.625, 129.161, 5.475, 17.810 False
194.443, 129.162, 5.451, 17.843 False
194.262, 129.164, 5.427, 17.876 False
194.082, 129.166, 5.400, 17.909 False
193.903, 129.168, 5.374, 17.942 False
193.725, 129.170, 5.349, 17.975 False
193.547, 129.171, 5.329, 18.008 False
193.369, 129.173, 5.316, 18.041 False
193.192, 129.175, 5.309, 18.074 False
193.015, 129.177, 5.311, 18.107 False
192.838, 129.179, 5.319, 18.140 False
192.660, 129.181, 5.335, 18.173 False
192.481, 129.183, 5.354, 18.206 False
192.302, 129.185, 5.381, 18.239 False
192.122, 129.187, 5.409, 18.272 False
191.940, 129.189, 5.443, 18.305 False
191.758, 129.191, 5.477, 18.338 False
191.574, 129.193, 5.512, 18.371 False
191.389, 129.195, 5.544, 18.404 False
191.203, 129.197, 5.573, 18.437 False
191.017, 129.199, 5.597, 18.470 False
190.830, 129.201, 5.615, 18.503 False
190.642, 129.204, 5.629, 18.536 False
190.454, 129.206, 5.637, 18.569 False
190.266, 129.208, 5.642, 18.602 False
190.078, 129.210, 5.641, 18.635 False
189.890, 129.213, 5.637, 18.668 False
189.703, 129.215, 5.628, 18.701 False
189.516, 129.217, 5.618, 18.734 False
189.329, 129.219, 5.603, 18.767 False
189.143, 129.222, 5.588, 18.800 False
188.957, 129.224, 5.569, 18.833 False
188.772, 129.226, 5.550, 18.866 False
188.588, 129.229, 5.527, 18.899 False
188.404, 129.231, 5.505, 18.932 False
188.222, 129.233, 5.483, 18.965 False
188.039, 129.235, 5.466, 18.998 False
187.858, 129.238, 5.454, 19.031 False
187.676, 129.240, 5.447, 19.064 False
187.494, 129.242, 5.451, 19.097 False
187.312, 129.245, 5.458, 19.130 False
187.130, 129.247, 5.474, 19.163 False
186.947, 129.249, 5.493, 19.196 False
186.763, 129.252, 5.518, 19.229 False
186.578, 129.254, 5.545, 19.262 False
186.392, 129.256, 5.579, 19.295 False
186.205, 129.259, 5.612, 19.328 False
186.016, 129.261, 5.645, 19.361 False
185.827, 129.264, 5.675, 19.394 False
185.637, 129.266, 5.701, 19.427 False
185.447, 129.269, 5.722, 19.460 False
185.255, 129.271, 5.738, 19.493 False
185.064, 129.274, 5.750, 19.526 False
184.872, 129.276, 5.755, 19.559 False
184.680, 129.279, 5.758, 19.592 False
184.488, 129.281, 5.754, 19.625 False
184.297, 129.284, 5.749, 19.658 False
184.106, 129.286, 5.737, 19.691 False
183.915, 129.289, 5.725, 19.724 False
183.725, 129.291, 5.707, 19.757 False
183.535, 129.294, 5.689, 19.790 False
183.346, 129.296, 5.666, 19.823 False
183.158, 129.299, 5.642, 19.856 False
182.971, 129.301, 5.616, 19.889 False
182.785, 129.304, 5.590, 19.922 False
182.599, 129.306, 5.563, 19.955 False
182.414, 129.309, 5.540, 19.988 False
182.230, 129.311, 5.520, 20.021 False
182.047, 129.314, 5.507, 20.054 False
181.863, 129.316, 5.501, 20.087 False
181.680, 129.318, 5.500, 20.120 False
181.496, 129.321, 5.508, 20.153 False
181.312, 129.323, 5.520, 20.186 False
181.127, 129.326, 5.539, 20.219 False
180.942, 129.328, 5.560, 20.252 False
180.756, 129.331, 5.588, 20.285 False
180.568, 129.333, 5.617, 20.318 False
180.380, 129.335, 5.650, 20.351 False
180.190, 129.338, 5.682, 20.384 False
180.000, 129.340, 5.712, 20.417 False
179.809, 129.343, 5.736, 20.450 False
179.617, 129.345, 5.756, 20.483 False
179.425, 129.348, 5.771, 20.516 False
179.232, 129.350, 5.781, 20.549 False
179.039, 129.353, 5.787, 20.582 False
178.846, 129.355, 5.787, 20.615 False
178.653, 129.358, 5.785, 20.648 False
178.461, 129.360, 5.776, 20.681 False
178.269, 129.363, 5.766, 20.714 False
178.077, 129.365, 5.751, 20.747 False
177.886, 129.368, 5.735, 20.780 False
177.696, 129.370, 5.714, 20.813 False
